taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
2158	order	Methanobacteriales	2	2	4			2.18	0.18	[2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2]
2231	order	Archaeoglobales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
72273	order	Thiotrichales	3	1	6			2.55	0.75	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 3, 1, 1, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 1, 2, 2]
1202465	order	Dehalococcoidales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
135619	order	Oceanospirillales	7	1	8			4.08	1.15	[3, 2, 2, 3, 2, 3, 1, 1, 1, 1, 1, 5, 4, 6, 6, 4, 1, 4, 4, 6, 6, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 5, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 7, 4, 4, 4, 5, 8, 4, 5, 5, 5, 8, 7, 8, 8, 4, 4, 3, 5, 6, 4, 5, 5, 2, 2, 2, 2, 4, 5, 4, 5]
219686	order	Gemmatimonadales	1	1	2			1.75	0.00	[1, 2, 2]
1118	order	Chroococcales	4	2	3			2.50	0.37	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3]
213115	order	Desulfovibrionales	3	1	7			2.23	0.32	[3, 4, 5, 4, 5, 5, 3, 2, 3, 5, 3, 3, 2, 3, 3, 4, 7, 2, 2, 2, 1, 3, 3, 2, 2, 2]
191393	order	Deferribacterales	1	2	2			2.00	0.00	[2, 2, 2, 2, 2]
570264	order	Methanocellales	1	2	3			2.33	0.00	[2, 3, 2]
307595	order	Gloeobacterales	1	1	1			1.00	0.00	[1, 1]
213462	order	Syntrophobacterales	2	1	2			1.50	0.50	[1, 1, 1, 2, 2]
2191	order	Methanomicrobiales	4	1	4			2.62	0.96	[4, 3, 1, 1, 1, 2, 1, 1, 3]
1706369	order	Cellvibrionales	4	2	5			2.76	0.68	[2, 3, 5, 2, 5, 3, 3, 3, 3, 2, 3, 2, 3, 4, 3, 5, 4, 2, 2]
84996	order	Rubrobacterales	2	1	1			1.00	0.00	[1, 1, 1, 1, 1]
135624	order	Aeromonadales	1	7	11			8.20	0.00	[10, 10, 9, 10, 10, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 11, 7, 9, 10, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 7, 8, 8, 8]
1191478	order	Magnetococcales	1	3	3			3.00	0.00	[3]
332160	order	Bryobacterales	1	2	2			2.00	0.00	[2]
1643683	order	Acidothermales	1	1	1			1.00	0.00	[1]
135615	order	Cardiobacteriales	1	3	3			3.00	0.00	[3, 3]
85008	order	Micromonosporales	1	1	6			3.23	0.00	[3, 3, 3, 3, 3, 3, 3, 4, 3, 6, 6, 6, 4, 3, 6, 6, 6, 3, 1, 1]
32064	order	Chloroflexales	2	2	3			2.50	0.50	[2, 2, 3, 3, 3]
622452	order	Kineosporiales	1	4	4			4.00	0.00	[4]
213118	order	Desulfobacterales	2	1	7			3.50	0.00	[1, 3, 3, 6, 2, 4, 7, 2, 3, 2]
31932	order	Nitrosopumilales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1]
1643947	order	Petrotogales	1	2	3			2.67	0.00	[2, 3, 3, 3]
717963	order	Methylacidiphilales	1	1	1			1.00	0.00	[1, 1, 1]
485256	order	Natranaerobiales	1	4	4			4.00	0.00	[4]
641854	order	Elusimicrobiales	1	1	1			1.00	0.00	[1]
48461	order	Verrucomicrobiales	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
2138246	order	Coprothermobacterales	1	2	2			2.00	0.00	[2]
203487	order	Dictyoglomales	1	2	2			2.00	0.00	[2, 2]
189778	order	Nitrospirales	1	1	3			1.44	0.00	[1, 1, 1, 1, 1, 3, 2, 2, 2]
189776	order	Thermomicrobiales	1	2	2			2.00	0.00	[2]
235899	order	Nautiliales	1	4	4			4.00	0.00	[4, 4, 4, 4]
85010	order	Pseudonocardiales	1	3	5			3.62	0.00	[5, 5, 5, 3, 3, 4, 3, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 5, 3, 3, 3, 3, 3, 3]
84993	order	Acidimicrobiales	1	2	2			2.00	0.00	[2]
1643946	order	Kosmotogales	1	2	2			2.00	0.00	[2, 2, 2]
1643822	order	Eggerthellales	1	2	3			2.50	0.00	[3, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 3]
203491	order	Fusobacteriales	2	3	8			5.60	1.40	[5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 3, 4, 4, 4, 4, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 7, 6, 6, 6, 6, 6, 6, 8]
1853229	order	Chitinophagales	1	1	6			2.55	0.00	[6, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 1, 1, 2, 4, 3, 5, 2, 2, 1]
414714	order	Catenulisporales	1	3	3			3.00	0.00	[3]
1643684	order	Nakamurellales	1	2	3			2.50	0.00	[2, 3]
85014	order	Glycomycetales	1	2	6			4.00	0.00	[2, 6]
218872	order	Fibrobacterales	1	3	3			3.00	0.00	[3, 3]
649776	order	Synergistales	1	2	5			3.20	0.00	[3, 3, 3, 2, 5]
1843489	order	Veillonellales	1	4	7			5.11	0.00	[4, 4, 4, 4, 4, 7, 7, 7, 6, 6, 5, 5, 5]
85001	order	Sphaerobacterales	1	2	2			2.00	0.00	[2]
588673	order	Solirubrobacterales	1	1	1			1.00	0.00	[1]
1843488	order	Acidaminococcales	1	3	6			4.75	0.00	[6, 3, 5, 5]
1643682	order	Geodermatophilales	1	3	3			3.00	0.00	[3, 3, 3]
415001	order	Puniceicoccales	1	2	2			2.00	0.00	[2]
1963360	order	Parachlamydiales	3	1	4			2.00	0.82	[2, 1, 3, 2, 4]
453227	order	Desulfarculales	1	1	1			1.00	0.00	[1]
871006	order	Acidilobales	2	1	1			1.00	0.00	[1, 1, 1]
255473	order	Parvularculales	1	1	1			1.00	0.00	[1]
189769	order	Chrysiogenales	1	3	3			3.00	0.00	[3]
1485951	order	Desulfurobacteriales	1	2	3			2.50	0.00	[3, 2]
213481	order	Bdellovibrionales	1	1	2			1.65	0.00	[2, 2, 2, 1, 1, 1, 2, 2]
909929	order	Selenomonadales	2	4	15			7.06	2.26	[4, 7, 4, 4, 4, 5, 9, 15, 4, 12]
2024979	order	Bacteriovoracales	2	2	2			2.00	0.00	[2, 2, 2, 2, 2]
1936988	order	Saprospirales	2	2	3			2.50	0.50	[2, 3]
188710	order	Thermodesulfobacteriales	1	1	2			1.33	0.00	[1, 1, 1, 2, 1]
795748	order	Ignavibacteriales	2	1	1			1.00	0.00	[1, 1]
685948	order	Fervidicoccales	1	1	1			1.00	0.00	[1]
475963	order	Caldilineales	1	2	2			2.00	0.00	[2]
666506	order	Phycisphaerales	1	1	1			1.00	0.00	[1]
693072	order	Caldisericales	1	1	1			1.00	0.00	[1]
1235850	order	Methanomassiliicoccales	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
1033996	order	Nitrososphaerales	1	1	2			1.50	0.00	[1, 1, 1, 2, 2]
52604	order	Pleurocapsales	2	2	3			2.50	0.50	[3, 2, 2]
1890505	order	Chroococcidiopsidales	1	3	3			3.00	0.00	[3]
2497644	order	Candidatus Babeliales	1	1	1			1.00	0.00	[1]
1240482	order	Orbales	1	4	4			4.00	0.00	[4, 4]
1970189	order	Marinilabiliales	4	2	6			3.75	1.48	[2, 3, 4, 6]
1663425	order	Fimbriimonadales	1	2	2			2.00	0.00	[2]
1921782	order	Kiritimatiellales	1	1	1			1.00	0.00	[1]
1783344	order	Endomicrobiales	1	1	1			1.00	0.00	[1, 1]
1676649	order	Limnochordales	1	2	2			2.00	0.00	[2]
1775403	order	Nevskiales	1	1	2			1.50	0.00	[1, 2]
1934945	order	Immundisolibacterales	1	1	1			1.00	0.00	[1]
1962852	order	Calditrichales	1	1	1			1.00	0.00	[1]
2483366	order	Sedimentisphaerales	1	3	3			3.00	0.00	[3, 3]
622450	order	Actinopolysporales	1	5	5			5.00	0.00	[5]
2039638	order	Candidatus Nanopelagicales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1692040	order	Acidiferrobacterales	1	1	1			1.00	0.00	[1, 1, 1]
580371	order	Mariprofundales	1	1	2			1.50	0.00	[2, 1]
1968909	order	Candidatus Nitrosocaldales	1	1	1			1.00	0.00	[1, 1]
742030	order	Salinisphaerales	1	2	2			2.00	0.00	[2]
908621	order	Euzebyales	1	2	2			2.00	0.00	[2]
119069	order	Hydrogenophilales	1	3	3			3.00	0.00	[3]
1755823	order	Egicoccales	1	2	2			2.00	0.00	[2]
1747768	order	Egibacterales	1	1	1			1.00	0.00	[1]
2066490	order	Emcibacterales	1	2	3			2.50	0.00	[2, 3]
1382929	order	Ardenticatenales	1	1	1			1.00	0.00	[1]
1127829	order	Candidatus Brocadiales	1	1	1			1.00	0.00	[1]
